oblast,raion,hromada,level,started_at,finished_at
Lvivska oblast,,,oblast,2022-04-02 14:15:40+00:00,2022-04-02 14:54:33+00:00
Rivnenska oblast,,,oblast,2022-04-02 14:16:34+00:00,2022-04-02 14:54:32+00:00
Ternopilska oblast,,,oblast,2022-04-02 14:18:43+00:00,2022-04-02 15:00:16+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-02 15:07:30+00:00,2022-04-02 15:25:01+00:00
Dnipropetrovska oblast,,,oblast,2022-04-02 15:08:14+00:00,2022-04-02 15:24:30+00:00
Donetska oblast,,,oblast,2022-04-02 17:13:19+00:00,2022-04-02 17:14:31+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-02 17:13:56+00:00,2022-04-02 17:37:15+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-02 17:14:16+00:00,2022-04-02 17:37:06+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-02 17:14:41+00:00,2022-04-02 17:36:58+00:00
Dnipropetrovska oblast,,,oblast,2022-04-02 17:47:12+00:00,2022-04-02 18:28:42+00:00
Zaporizka oblast,,,oblast,2022-04-02 17:47:14+00:00,2022-04-02 18:30:55+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-02 17:47:37+00:00,2022-04-02 18:29:44+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-02 19:22:22+00:00,2022-04-02 19:43:55+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-02 19:32:39+00:00,2022-04-02 19:40:26+00:00
Donetska oblast,,,oblast,2022-04-02 19:55:08+00:00,2022-04-02 20:30:31+00:00
Kharkivska oblast,,,oblast,2022-04-02 20:11:22+00:00,2022-04-03 03:40:18+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-02 22:25:43+00:00,2022-04-02 22:58:53+00:00
Donetska oblast,,,oblast,2022-04-02 22:28:05+00:00,2022-04-02 22:57:36+00:00
Kyiv City,,,oblast,2022-04-03 01:21:03+00:00,2022-04-03 03:41:32+00:00
Dnipropetrovska oblast,,,oblast,2022-04-03 01:21:15+00:00,2022-04-03 03:36:49+00:00
Poltavska oblast,,,oblast,2022-04-03 01:21:18+00:00,2022-04-03 03:42:18+00:00
Khmelnytska oblast,,,oblast,2022-04-03 01:21:34+00:00,2022-04-03 03:52:09+00:00
Cherkaska oblast,,,oblast,2022-04-03 01:21:38+00:00,2022-04-03 03:42:28+00:00
Zhytomyrska oblast,,,oblast,2022-04-03 01:21:50+00:00,2022-04-03 03:42:58+00:00
Volynska oblast,,,oblast,2022-04-03 01:22:08+00:00,2022-04-03 03:47:10+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-03 01:22:30+00:00,2022-04-03 03:37:30+00:00
Zakarpatska oblast,,,oblast,2022-04-03 01:22:37+00:00,2022-04-03 03:54:06+00:00
Kirovohradska oblast,,,oblast,2022-04-03 01:22:56+00:00,2022-04-03 03:43:11+00:00
Zaporizka oblast,,,oblast,2022-04-03 01:23:26+00:00,2022-04-03 03:43:13+00:00
Odeska oblast,,,oblast,2022-04-03 01:23:47+00:00,2022-04-03 05:03:55+00:00
Mykolaivska oblast,,,oblast,2022-04-03 01:23:59+00:00,2022-04-03 03:44:35+00:00
Rivnenska oblast,,,oblast,2022-04-03 01:24:28+00:00,2022-04-03 03:46:09+00:00
Lvivska oblast,,,oblast,2022-04-03 01:24:36+00:00,2022-04-03 03:49:02+00:00
Chernivetska oblast,,,oblast,2022-04-03 01:25:49+00:00,2022-04-03 03:54:08+00:00
Ternopilska oblast,,,oblast,2022-04-03 01:26:23+00:00,2022-04-03 03:49:27+00:00
Kyivska oblast,,,oblast,2022-04-03 01:26:30+00:00,2022-04-03 03:46:06+00:00
Vinnytska oblast,,,oblast,2022-04-03 01:26:56+00:00,2022-04-03 03:36:44+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-03 01:31:59+00:00,2022-04-03 03:52:10+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-03 01:32:33+00:00,2022-04-03 04:07:10+00:00
Sumska oblast,,,oblast,2022-04-03 01:33:56+00:00,2022-04-03 03:48:08+00:00
Chernihivska oblast,,,oblast,2022-04-03 01:48:19+00:00,2022-04-03 03:45:29+00:00
Poltavska oblast,,,oblast,2022-04-03 03:49:55+00:00,2022-04-03 04:54:51+00:00
Zaporizka oblast,,,oblast,2022-04-03 03:51:40+00:00,2022-04-03 05:09:10+00:00
Kharkivska oblast,,,oblast,2022-04-03 03:53:29+00:00,2022-04-03 04:24:59+00:00
Dnipropetrovska oblast,,,oblast,2022-04-03 03:55:13+00:00,2022-04-03 04:21:01+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-03 03:55:48+00:00,2022-04-03 04:21:19+00:00
Kharkivska oblast,,,oblast,2022-04-03 04:26:43+00:00,2022-04-03 05:06:40+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-03 04:28:00+00:00,2022-04-03 04:29:53+00:00
Donetska oblast,,,oblast,2022-04-03 04:30:02+00:00,2022-04-03 05:00:33+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-03 06:11:18+00:00,2022-04-03 06:48:14+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-03 06:11:29+00:00,2022-04-03 06:48:00+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-03 06:16:38+00:00,2022-04-03 08:04:22+00:00
Zaporizka oblast,,,oblast,2022-04-03 06:18:34+00:00,2022-04-03 07:24:20+00:00
Poltavska oblast,,,oblast,2022-04-03 06:18:46+00:00,2022-04-03 07:25:56+00:00
Dnipropetrovska oblast,,,oblast,2022-04-03 06:18:56+00:00,2022-04-03 07:23:58+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-03 06:18:59+00:00,2022-04-03 07:22:50+00:00
Kharkivska oblast,,,oblast,2022-04-03 06:25:39+00:00,2022-04-03 07:25:29+00:00
Odeska oblast,,,oblast,2022-04-03 06:47:53+00:00,2022-04-03 07:20:28+00:00
Vinnytska oblast,,,oblast,2022-04-03 07:46:18+00:00,2022-04-03 07:49:50+00:00
Khmelnytska oblast,,,oblast,2022-04-03 07:47:51+00:00,2022-04-03 08:11:38+00:00
Volynska oblast,,,oblast,2022-04-03 07:48:09+00:00,2022-04-03 08:08:45+00:00
Rivnenska oblast,,,oblast,2022-04-03 07:48:24+00:00,2022-04-03 08:07:39+00:00
Ternopilska oblast,,,oblast,2022-04-03 07:50:31+00:00,2022-04-03 08:12:38+00:00
Kyiv City,,,oblast,2022-04-03 08:02:51+00:00,2022-04-03 09:01:12+00:00
Zhytomyrska oblast,,,oblast,2022-04-03 08:03:46+00:00,2022-04-03 09:03:02+00:00
Kyivska oblast,,,oblast,2022-04-03 08:06:04+00:00,2022-04-03 09:02:48+00:00
Zaporizka oblast,,,oblast,2022-04-03 08:40:30+00:00,2022-04-03 10:06:37+00:00
Kharkivska oblast,,,oblast,2022-04-03 09:52:21+00:00,2022-04-03 10:26:12+00:00
Kharkivska oblast,Iziumskyi raion,,raion,2022-04-03 10:10:45+00:00,2022-04-03 10:55:04+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-03 10:16:38+00:00,2022-04-03 10:55:29+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-03 10:17:22+00:00,2022-04-03 10:57:09+00:00
Zaporizka oblast,,,oblast,2022-04-03 10:17:44+00:00,2022-04-03 10:56:21+00:00
Dnipropetrovska oblast,,,oblast,2022-04-03 10:17:58+00:00,2022-04-03 10:55:09+00:00
Sumska oblast,,,oblast,2022-04-03 10:27:47+00:00,2022-04-03 11:02:55+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-03 10:29:52+00:00,2022-04-03 10:54:08+00:00
Chernihivska oblast,,,oblast,2022-04-03 10:36:59+00:00,2022-04-03 12:02:19+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-03 10:40:43+00:00,2022-04-03 10:53:53+00:00
Odeska oblast,,,oblast,2022-04-03 11:07:39+00:00,2022-04-03 11:36:28+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-03 11:18:14+00:00,2022-04-03 11:18:25+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-03 14:32:37+00:00,2022-04-03 14:42:11+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-03 14:33:26+00:00,2022-04-03 14:40:23+00:00
Mykolaivska oblast,,,oblast,2022-04-03 17:09:25+00:00,2022-04-03 17:56:25+00:00
Kyiv City,,,oblast,2022-04-03 17:10:13+00:00,2022-04-03 17:52:10+00:00
Vinnytska oblast,,,oblast,2022-04-03 17:10:50+00:00,2022-04-03 17:37:41+00:00
Zhytomyrska oblast,,,oblast,2022-04-03 17:12:48+00:00,2022-04-03 17:53:14+00:00
Cherkaska oblast,,,oblast,2022-04-03 17:12:58+00:00,2022-04-03 17:54:20+00:00
Khmelnytska oblast,,,oblast,2022-04-03 17:13:31+00:00,2022-04-03 17:53:26+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-04-03 17:13:42+00:00,2022-04-03 18:08:56+00:00
Rivnenska oblast,,,oblast,2022-04-03 17:13:52+00:00,2022-04-03 17:53:53+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-03 17:13:55+00:00,2022-04-03 17:54:08+00:00
Volynska oblast,,,oblast,2022-04-03 17:14:11+00:00,2022-04-03 17:54:59+00:00
Kyivska oblast,,,oblast,2022-04-03 17:14:31+00:00,2022-04-03 17:53:28+00:00
Lvivska oblast,,,oblast,2022-04-03 17:15:19+00:00,2022-04-03 17:55:06+00:00
Ternopilska oblast,,,oblast,2022-04-03 17:17:51+00:00,2022-04-03 17:57:04+00:00
Kyiv City,,,oblast,2022-04-03 18:48:07+00:00,2022-04-03 19:31:51+00:00
Zhytomyrska oblast,,,oblast,2022-04-03 18:48:28+00:00,2022-04-03 19:33:36+00:00
Kyivska oblast,,,oblast,2022-04-03 18:50:58+00:00,2022-04-03 19:34:10+00:00
Poltavska oblast,,,oblast,2022-04-03 18:51:58+00:00,2022-04-03 19:33:37+00:00
Chernihivska oblast,,,oblast,2022-04-03 18:52:07+00:00,2022-04-03 19:38:07+00:00
Kirovohradska oblast,,,oblast,2022-04-03 18:53:05+00:00,2022-04-03 19:39:58+00:00
Cherkaska oblast,,,oblast,2022-04-03 18:53:52+00:00,2022-04-03 19:34:02+00:00
Volynska oblast,,,oblast,2022-04-03 18:57:28+00:00,2022-04-03 19:45:14+00:00
Rivnenska oblast,,,oblast,2022-04-03 18:57:50+00:00,2022-04-03 19:44:54+00:00
Khmelnytska oblast,,,oblast,2022-04-03 18:57:56+00:00,2022-04-03 19:34:31+00:00
Vinnytska oblast,,,oblast,2022-04-03 18:58:36+00:00,2022-04-03 19:35:15+00:00
Dnipropetrovska oblast,,,oblast,2022-04-03 18:59:06+00:00,2022-04-03 19:56:10+00:00
Kharkivska oblast,,,oblast,2022-04-03 18:59:40+00:00,2022-04-03 19:59:11+00:00
Ternopilska oblast,,,oblast,2022-04-03 19:00:31+00:00,2022-04-03 20:20:17+00:00
Zaporizka oblast,,,oblast,2022-04-03 19:00:38+00:00,2022-04-03 19:58:40+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-03 19:03:59+00:00,2022-04-03 19:56:06+00:00
Sumska oblast,,,oblast,2022-04-03 19:07:39+00:00,2022-04-03 20:04:22+00:00
Donetska oblast,,,oblast,2022-04-03 19:07:44+00:00,2022-04-03 20:10:51+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-03 19:11:07+00:00,2022-04-03 19:44:26+00:00
Lvivska oblast,,,oblast,2022-04-03 19:13:19+00:00,2022-04-03 19:44:49+00:00
Odeska oblast,,,oblast,2022-04-03 21:05:07+00:00,2022-04-03 21:25:10+00:00
Mykolaivska oblast,,,oblast,2022-04-03 21:07:14+00:00,2022-04-03 21:30:41+00:00
Donetska oblast,Bakhmutskyi raion,Bakhmutska terytorialna hromada,hromada,2022-04-03 21:29:38+00:00,2022-04-03 22:18:38+00:00
Vinnytska oblast,,,oblast,2022-04-03 22:36:31+00:00,2022-04-03 22:54:44+00:00
Dnipropetrovska oblast,,,oblast,2022-04-04 00:03:12+00:00,2022-04-04 00:48:36+00:00
Donetska oblast,,,oblast,2022-04-04 00:03:30+00:00,2022-04-04 03:05:17+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-04 00:03:54+00:00,2022-04-04 00:49:21+00:00
Zaporizka oblast,,,oblast,2022-04-04 00:04:09+00:00,2022-04-04 00:50:08+00:00
Kharkivska oblast,,,oblast,2022-04-04 00:08:38+00:00,2022-04-04 00:49:48+00:00
Kyiv City,,,oblast,2022-04-04 00:26:35+00:00,2022-04-04 01:16:04+00:00
Poltavska oblast,,,oblast,2022-04-04 00:27:10+00:00,2022-04-04 00:49:00+00:00
Kirovohradska oblast,,,oblast,2022-04-04 00:28:23+00:00,2022-04-04 01:17:46+00:00
Cherkaska oblast,,,oblast,2022-04-04 00:28:32+00:00,2022-04-04 01:17:45+00:00
Kyivska oblast,,,oblast,2022-04-04 00:30:57+00:00,2022-04-04 04:42:48+00:00
Odeska oblast,,,oblast,2022-04-04 04:30:02+00:00,2022-04-04 04:51:34+00:00
Mykolaivska oblast,,,oblast,2022-04-04 04:34:00+00:00,2022-04-04 04:56:30+00:00
Kyiv City,,,oblast,2022-04-04 04:42:26+00:00,2022-04-04 05:02:41+00:00
Kyivska oblast,,,oblast,2022-04-04 04:43:04+00:00,2022-04-04 05:04:14+00:00
Kirovohradska oblast,,,oblast,2022-04-04 04:43:40+00:00,2022-04-04 05:05:45+00:00
Zhytomyrska oblast,,,oblast,2022-04-04 04:43:42+00:00,2022-04-04 05:04:12+00:00
Cherkaska oblast,,,oblast,2022-04-04 04:43:43+00:00,2022-04-04 05:04:39+00:00
Chernihivska oblast,,,oblast,2022-04-04 04:44:26+00:00,2022-04-04 05:18:06+00:00
Vinnytska oblast,,,oblast,2022-04-04 04:49:06+00:00,2022-04-04 05:05:54+00:00
Khmelnytska oblast,Khmelnytskyi raion,m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada,hromada,2022-04-04 04:50:00+00:00,2022-04-04 05:25:42+00:00
Poltavska oblast,Lubenskyi raion,m. Lubny ta Lubenska terytorialna hromada,hromada,2022-04-04 04:50:13+00:00,2022-04-04 05:07:00+00:00
Khmelnytska oblast,,,oblast,2022-04-04 04:54:16+00:00,2022-04-04 05:25:39+00:00
Zhytomyrska oblast,,,oblast,2022-04-04 05:04:48+00:00,2022-04-04 05:06:10+00:00
Volynska oblast,,,oblast,2022-04-04 05:45:48+00:00,2022-04-04 06:06:27+00:00
Rivnenska oblast,,,oblast,2022-04-04 05:47:20+00:00,2022-04-04 06:06:10+00:00
Khmelnytska oblast,Khmelnytskyi raion,m. Starokostiantyniv ta Starokostiantynivska terytorialna hromada,hromada,2022-04-04 05:49:35+00:00,2022-04-04 06:06:29+00:00
Ternopilska oblast,,,oblast,2022-04-04 05:51:12+00:00,2022-04-04 06:11:54+00:00
Donetska oblast,,,oblast,2022-04-04 05:52:37+00:00,2022-04-04 06:34:11+00:00
Dnipropetrovska oblast,,,oblast,2022-04-04 06:05:55+00:00,2022-04-04 06:36:46+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-04 06:06:31+00:00,2022-04-04 06:38:04+00:00
Zaporizka oblast,,,oblast,2022-04-04 06:09:35+00:00,2022-04-04 06:38:24+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-04 10:17:50+00:00,2022-04-04 10:44:47+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-04 10:19:06+00:00,2022-04-04 11:16:32+00:00
Khersonska oblast,Kakhovskyi raion,Kostiantynivska terytorialna hromada,hromada,2022-04-04 10:19:19+00:00,2022-04-04 10:45:55+00:00
Kharkivska oblast,,,oblast,2022-04-04 11:02:53+00:00,2022-04-04 11:59:28+00:00
Cherkaska oblast,Umanskyi raion,Umanska terytorialna hromada,hromada,2022-04-04 11:12:42+00:00,2022-04-04 15:01:08+00:00
Volynska oblast,,,oblast,2022-04-04 11:46:57+00:00,2022-04-04 12:09:39+00:00
Khmelnytska oblast,,,oblast,2022-04-04 11:47:28+00:00,2022-04-04 12:11:11+00:00
Rivnenska oblast,,,oblast,2022-04-04 11:48:34+00:00,2022-04-04 12:13:00+00:00
Zakarpatska oblast,,,oblast,2022-04-04 11:48:44+00:00,2022-04-04 12:11:42+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-04 11:48:50+00:00,2022-04-04 12:11:17+00:00
Chernivetska oblast,,,oblast,2022-04-04 11:48:54+00:00,2022-04-04 12:13:57+00:00
Lvivska oblast,,,oblast,2022-04-04 11:49:02+00:00,2022-04-04 12:12:54+00:00
Ternopilska oblast,,,oblast,2022-04-04 11:50:54+00:00,2022-04-04 12:14:27+00:00
Donetska oblast,Kramatorskyi raion,m. Kramatorsk ta Kramatorska terytorialna hromada,hromada,2022-04-04 12:42:04+00:00,2022-04-04 16:12:21+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,Slovianska terytorialna hromada,hromada,2022-04-04 12:42:13+00:00,2022-04-04 16:12:28+00:00
Donetska oblast,Kramatorskyi raion,m. Sloviansk ta Slovianska terytorialna hromada,hromada,2022-04-04 12:42:13+00:00,2022-04-04 16:12:28+00:00
Kharkivska oblast,,,oblast,2022-04-04 12:43:24+00:00,2022-04-04 13:38:52+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-04 12:44:25+00:00,2022-04-04 13:12:32+00:00
Dnipropetrovska oblast,Synelnykivskyi raion,,raion,2022-04-04 12:45:33+00:00,2022-04-04 13:38:10+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-04 12:47:10+00:00,2022-04-04 13:12:19+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-04 12:59:02+00:00,2022-04-04 13:12:12+00:00
Donetska oblast,Volnovaskyi raion,Velykonovosilkivska terytorialna hromada,hromada,2022-04-04 13:05:45+00:00,2022-04-04 16:12:39+00:00
Donetska oblast,Volnovaskyi raion,Vuhledarska terytorialna hromada,hromada,2022-04-04 13:06:02+00:00,2022-04-04 16:12:47+00:00
Donetska oblast,Volnovaskyi raion,,raion,2022-04-04 13:07:15+00:00,2022-04-04 13:12:25+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-04 13:27:53+00:00,2022-04-04 13:28:58+00:00
Donetska oblast,Pokrovskyi raion,,raion,2022-04-04 13:46:19+00:00,2022-04-04 13:56:09+00:00
Kharkivska oblast,,,oblast,2022-04-04 14:35:39+00:00,2022-04-04 14:48:34+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-04-04 15:03:59+00:00,2022-04-04 15:49:11+00:00
Odeska oblast,,,oblast,2022-04-04 15:16:16+00:00,2022-04-04 15:47:22+00:00
Kyiv City,,,oblast,2022-04-04 15:17:06+00:00,2022-04-04 17:12:31+00:00
Poltavska oblast,,,oblast,2022-04-04 15:17:25+00:00,2022-04-04 15:55:17+00:00
Khmelnytska oblast,,,oblast,2022-04-04 15:17:45+00:00,2022-04-04 15:53:29+00:00
Zhytomyrska oblast,,,oblast,2022-04-04 15:17:47+00:00,2022-04-04 15:53:37+00:00
Cherkaska oblast,,,oblast,2022-04-04 15:17:53+00:00,2022-04-04 15:53:34+00:00
Lvivska oblast,,,oblast,2022-04-04 15:18:25+00:00,2022-04-04 16:01:56+00:00
Kirovohradska oblast,,,oblast,2022-04-04 15:18:34+00:00,2022-04-04 15:54:13+00:00
Rivnenska oblast,,,oblast,2022-04-04 15:18:48+00:00,2022-04-04 15:55:54+00:00
Mykolaivska oblast,,,oblast,2022-04-04 15:18:54+00:00,2022-04-04 15:48:53+00:00
Volynska oblast,,,oblast,2022-04-04 15:18:54+00:00,2022-04-04 15:54:15+00:00
Kyivska oblast,,,oblast,2022-04-04 15:19:28+00:00,2022-04-04 15:54:15+00:00
Ternopilska oblast,,,oblast,2022-04-04 15:20:21+00:00,2022-04-04 15:58:09+00:00
Vinnytska oblast,,,oblast,2022-04-04 15:21:11+00:00,2022-04-04 15:51:55+00:00
Dnipropetrovska oblast,,,oblast,2022-04-04 15:21:27+00:00,2022-04-04 15:58:44+00:00
Chernihivska oblast,,,oblast,2022-04-04 15:21:31+00:00,2022-04-04 16:00:07+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-04 15:21:54+00:00,2022-04-04 15:56:19+00:00
Zaporizka oblast,,,oblast,2022-04-04 15:21:58+00:00,2022-04-04 15:59:40+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-04 15:22:09+00:00,2022-04-04 15:59:14+00:00
Sumska oblast,,,oblast,2022-04-04 15:30:12+00:00,2022-04-04 16:51:38+00:00
Donetska oblast,,,oblast,2022-04-04 18:03:25+00:00,2022-04-04 18:44:32+00:00
Poltavska oblast,,,oblast,2022-04-04 18:03:30+00:00,2022-04-04 18:41:47+00:00
Kharkivska oblast,,,oblast,2022-04-04 18:04:25+00:00,2022-04-04 18:43:10+00:00
Sumska oblast,,,oblast,2022-04-04 18:05:16+00:00,2022-04-04 18:43:40+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-04 19:02:28+00:00,2022-04-04 19:07:49+00:00
Khersonska oblast,Kakhovskyi raion,Kostiantynivska terytorialna hromada,hromada,2022-04-04 19:02:48+00:00,2022-04-04 19:07:43+00:00
Kyiv City,,,oblast,2022-04-04 19:40:14+00:00,2022-04-04 20:54:01+00:00
Zhytomyrska oblast,,,oblast,2022-04-04 19:41:06+00:00,2022-04-04 20:54:57+00:00
Kyivska oblast,,,oblast,2022-04-04 19:42:43+00:00,2022-04-04 20:55:54+00:00
Volynska oblast,,,oblast,2022-04-04 19:46:03+00:00,2022-04-04 20:35:07+00:00
Khmelnytska oblast,,,oblast,2022-04-04 19:46:51+00:00,2022-04-04 20:58:42+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-04 19:47:08+00:00,2022-04-04 20:40:36+00:00
Lvivska oblast,,,oblast,2022-04-04 19:47:18+00:00,2022-04-04 20:43:21+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-04 19:48:27+00:00,2022-04-04 19:56:05+00:00
Chernivetska oblast,,,oblast,2022-04-04 19:49:15+00:00,2022-04-04 21:03:32+00:00
Zakarpatska oblast,,,oblast,2022-04-04 19:49:20+00:00,2022-04-04 21:00:09+00:00
Rivnenska oblast,,,oblast,2022-04-04 19:50:19+00:00,2022-04-04 20:35:36+00:00
Ternopilska oblast,,,oblast,2022-04-04 19:50:25+00:00,2022-04-04 20:40:15+00:00
Poltavska oblast,,,oblast,2022-04-04 19:51:12+00:00,2022-04-04 21:00:24+00:00
Dnipropetrovska oblast,,,oblast,2022-04-04 19:51:15+00:00,2022-04-04 20:57:48+00:00
Kharkivska oblast,,,oblast,2022-04-04 19:51:31+00:00,2022-04-04 20:58:44+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-04 19:51:43+00:00,2022-04-04 20:58:31+00:00
Zaporizka oblast,,,oblast,2022-04-04 19:54:05+00:00,2022-04-04 21:02:17+00:00
Sumska oblast,,,oblast,2022-04-04 19:54:59+00:00,2022-04-04 21:04:29+00:00
Cherkaska oblast,,,oblast,2022-04-04 19:55:48+00:00,2022-04-04 20:54:51+00:00
Kirovohradska oblast,,,oblast,2022-04-04 19:56:00+00:00,2022-04-04 20:55:17+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-04 19:57:31+00:00,2022-04-04 20:57:08+00:00
Vinnytska oblast,,,oblast,2022-04-04 19:58:05+00:00,2022-04-04 20:34:05+00:00
Chernihivska oblast,,,oblast,2022-04-04 20:01:45+00:00,2022-04-05 09:17:17+00:00
Mykolaivska oblast,,,oblast,2022-04-04 20:20:40+00:00,2022-04-04 21:03:08+00:00
Mykolaivska oblast,Mykolaivskyi raion,m. Mykolaiv ta Mykolaivska terytorialna hromada,hromada,2022-04-04 20:20:55+00:00,2022-04-04 21:02:49+00:00
Donetska oblast,Bakhmutskyi raion,,raion,2022-04-04 20:21:31+00:00,2022-04-04 20:58:12+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-05 00:02:00+00:00,2022-04-05 00:39:09+00:00
Poltavska oblast,,,oblast,2022-04-05 00:03:23+00:00,2022-04-05 00:42:35+00:00
Dnipropetrovska oblast,,,oblast,2022-04-05 00:04:09+00:00,2022-04-05 00:42:41+00:00
Kharkivska oblast,,,oblast,2022-04-05 00:05:03+00:00,2022-04-05 00:46:39+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-05 00:05:30+00:00,2022-04-05 00:43:14+00:00
Zaporizka oblast,,,oblast,2022-04-05 00:06:20+00:00,2022-04-05 00:43:37+00:00
Donetska oblast,,,oblast,2022-04-05 00:07:39+00:00,2022-04-05 00:45:31+00:00
Sumska oblast,,,oblast,2022-04-05 00:07:47+00:00,2022-04-05 00:46:00+00:00
Donetska oblast,Kramatorskyi raion,,raion,2022-04-05 00:57:59+00:00,2022-04-05 01:15:56+00:00
Kharkivska oblast,,,oblast,2022-04-05 01:02:36+00:00,2022-04-05 02:53:35+00:00
Poltavska oblast,,,oblast,2022-04-05 02:27:19+00:00,2022-04-05 02:54:11+00:00
Dnipropetrovska oblast,,,oblast,2022-04-05 02:28:53+00:00,2022-04-05 02:52:47+00:00
Dnipropetrovska oblast,Kryvorizkyi raion,m. Kryvyi Rih ta Kryvorizka terytorialna hromada,hromada,2022-04-05 02:29:32+00:00,2022-04-05 02:53:58+00:00
Sumska oblast,,,oblast,2022-04-05 02:29:44+00:00,2022-04-05 02:58:21+00:00
Zaporizka oblast,,,oblast,2022-04-05 02:29:52+00:00,2022-04-05 02:58:09+00:00
Donetska oblast,,,oblast,2022-04-05 02:30:38+00:00,2022-04-05 02:55:51+00:00
Zhytomyrska oblast,,,oblast,2022-04-05 02:30:43+00:00,2022-04-05 03:13:01+00:00
Ivano-Frankivska oblast,,,oblast,2022-04-05 02:30:55+00:00,2022-04-05 03:12:55+00:00
Khmelnytska oblast,,,oblast,2022-04-05 02:30:59+00:00,2022-04-05 03:13:12+00:00
Volynska oblast,,,oblast,2022-04-05 02:31:10+00:00,2022-04-05 03:13:06+00:00
Vinnytska oblast,,,oblast,2022-04-05 02:31:11+00:00,2022-04-05 03:12:52+00:00
Lvivska oblast,,,oblast,2022-04-05 02:31:13+00:00,2022-04-05 03:14:56+00:00
Cherkaska oblast,,,oblast,2022-04-05 02:31:40+00:00,2022-04-05 03:12:52+00:00
Rivnenska oblast,,,oblast,2022-04-05 02:31:46+00:00,2022-04-05 03:14:34+00:00
Kirovohradska oblast,,,oblast,2022-04-05 02:31:54+00:00,2022-04-05 03:13:31+00:00
