region,started_at,finished_at,naive
Харківська область,2022-03-03 13:35:39+00:00,2022-03-03 14:05:39+00:00,True
Чернігівська область,2022-03-03 13:54:04+00:00,2022-03-03 14:24:04+00:00,True
Полтавська область,2022-03-03 13:56:02+00:00,2022-03-03 14:16:57+00:00,False
Чернігівська область,2022-03-03 14:27:12+00:00,2022-03-03 15:17:36+00:00,False
Сумська область,2022-03-03 14:32:27+00:00,2022-03-03 15:02:27+00:00,True
Миколаївська область,2022-03-03 14:45:17+00:00,2022-03-03 15:45:27+00:00,False
Київ,2022-03-03 15:59:58+00:00,2022-03-03 16:19:47+00:00,False
Сумська область,2022-03-03 16:04:06+00:00,2022-03-03 18:14:52+00:00,False
Чернігівська область,2022-03-03 16:13:29+00:00,2022-03-03 17:42:42+00:00,False
Черкаська область,2022-03-03 16:22:49+00:00,2022-03-03 17:08:43+00:00,False
Дніпропетровська область,2022-03-03 16:50:48+00:00,2022-03-03 17:17:27+00:00,False
Полтавська область,2022-03-03 16:54:47+00:00,2022-03-03 17:15:01+00:00,False
Запорізька область,2022-03-03 17:01:46+00:00,2022-03-03 19:09:17+00:00,False
Чернігівська область,2022-03-03 18:28:33+00:00,2022-03-03 19:06:06+00:00,False
Дніпропетровська область,2022-03-03 19:06:20+00:00,2022-03-03 19:17:45+00:00,False
Харківська область,2022-03-03 19:18:24+00:00,2022-03-03 19:35:03+00:00,False
Дніпропетровська область,2022-03-03 19:25:10+00:00,2022-03-03 19:37:30+00:00,False
Запорізька область,2022-03-03 19:25:45+00:00,2022-03-03 21:09:50+00:00,False
Київ,2022-03-03 19:53:14+00:00,2022-03-03 20:23:14+00:00,True
Чернігівська область,2022-03-03 19:53:25+00:00,2022-03-03 20:34:33+00:00,False
Вінницька область,2022-03-03 20:03:27+00:00,2022-03-03 20:34:59+00:00,False
Рівненська область,2022-03-03 20:05:43+00:00,2022-03-03 20:33:12+00:00,False
Волинська область,2022-03-03 20:06:45+00:00,2022-03-03 20:33:21+00:00,False
Житомирська область,2022-03-03 20:08:40+00:00,2022-03-03 21:53:20+00:00,False
Львівська область,2022-03-03 20:09:55+00:00,2022-03-03 20:33:28+00:00,False
Тернопільська область,2022-03-03 20:11:07+00:00,2022-03-03 21:13:31+00:00,False
Хмельницька область,2022-03-03 20:11:39+00:00,2022-03-03 20:39:35+00:00,False
Київська область,2022-03-03 20:21:44+00:00,2022-03-03 20:41:34+00:00,False
Чернігівська область,2022-03-03 20:51:12+00:00,2022-03-03 20:55:50+00:00,False
Чернігівська область,2022-03-03 22:13:46+00:00,2022-03-03 23:13:13+00:00,False
Київ,2022-03-04 00:34:02+00:00,2022-03-04 01:01:18+00:00,False
Волинська область,2022-03-04 00:43:43+00:00,2022-03-04 00:55:22+00:00,False
Одеська область,2022-03-04 00:47:12+00:00,2022-03-04 01:32:13+00:00,False
Дніпропетровська область,2022-03-04 01:11:59+00:00,2022-03-04 01:45:30+00:00,False
Житомирська область,2022-03-04 01:33:07+00:00,2022-03-04 03:15:47+00:00,False
Дніпропетровська область,2022-03-04 04:52:28+00:00,2022-03-04 05:02:28+00:00,False
Київ,2022-03-04 05:52:27+00:00,2022-03-04 06:22:27+00:00,True
Харківська область,2022-03-04 06:00:42+00:00,2022-03-04 06:30:42+00:00,True
Вінницька область,2022-03-04 06:01:23+00:00,2022-03-04 06:15:04+00:00,False
Житомирська область,2022-03-04 06:02:55+00:00,2022-03-04 07:07:29+00:00,False
Черкаська область,2022-03-04 06:45:35+00:00,2022-03-04 07:15:35+00:00,True
Рівненська область,2022-03-04 06:46:12+00:00,2022-03-04 07:03:13+00:00,False
Волинська область,2022-03-04 06:47:20+00:00,2022-03-04 07:04:59+00:00,False
Тернопільська область,2022-03-04 06:51:25+00:00,2022-03-04 07:10:02+00:00,False
Житомирська область,2022-03-04 07:29:43+00:00,2022-03-04 08:07:16+00:00,False
Київ,2022-03-04 07:51:14+00:00,2022-03-04 08:10:23+00:00,False
Вінницька область,2022-03-04 07:51:58+00:00,2022-03-04 08:09:32+00:00,False
Чернігівська область,2022-03-04 07:53:30+00:00,2022-03-04 08:23:30+00:00,True
Львівська область,2022-03-04 07:54:09+00:00,2022-03-04 08:11:16+00:00,False
Івано-Франківська область,2022-03-04 07:54:13+00:00,2022-03-04 08:12:10+00:00,False
Хмельницька область,2022-03-04 07:54:47+00:00,2022-03-04 08:12:27+00:00,False
Полтавська область,2022-03-04 07:55:52+00:00,2022-03-04 08:16:04+00:00,False
Миколаївська область,2022-03-04 07:58:10+00:00,2022-03-04 09:31:31+00:00,False
Черкаська область,2022-03-04 07:58:28+00:00,2022-03-04 08:14:24+00:00,False
Чернівецька область,2022-03-04 07:58:45+00:00,2022-03-04 08:15:48+00:00,False
Кіровоградська область,2022-03-04 07:59:41+00:00,2022-03-04 08:12:59+00:00,False
Київська область,2022-03-04 08:01:49+00:00,2022-03-04 08:22:17+00:00,False
Запорізька область,2022-03-04 08:02:43+00:00,2022-03-04 08:32:43+00:00,True
Київ,2022-03-04 08:30:25+00:00,2022-03-04 10:10:18+00:00,False
Вінницька область,2022-03-04 09:00:04+00:00,2022-03-04 09:14:35+00:00,False
Чернігівська область,2022-03-04 09:13:13+00:00,2022-03-04 09:40:20+00:00,False
Чернігівська область,2022-03-04 10:23:49+00:00,2022-03-04 11:31:24+00:00,False
Черкаська область,2022-03-04 10:28:01+00:00,2022-03-04 12:10:14+00:00,False
Полтавська область,2022-03-04 10:40:31+00:00,2022-03-04 10:50:39+00:00,False
Житомирська область,2022-03-04 11:05:28+00:00,2022-03-04 11:21:51+00:00,False
Київ,2022-03-04 11:31:10+00:00,2022-03-04 12:01:10+00:00,True
Чернігівська область,2022-03-04 11:47:03+00:00,2022-03-04 12:17:03+00:00,True
Житомирська область,2022-03-04 11:47:25+00:00,2022-03-04 12:08:28+00:00,False
Миколаївська область,2022-03-04 11:51:30+00:00,2022-03-04 12:21:30+00:00,True
Чернігівська область,2022-03-04 12:42:21+00:00,2022-03-04 13:17:08+00:00,False
Київ,2022-03-04 12:42:41+00:00,2022-03-04 13:12:41+00:00,True
Житомирська область,2022-03-04 12:45:38+00:00,2022-03-04 13:04:25+00:00,False
Черкаська область,2022-03-04 12:49:07+00:00,2022-03-04 13:04:59+00:00,False
Київ,2022-03-04 13:17:44+00:00,2022-03-04 15:01:17+00:00,False
Сумська область,2022-03-04 13:21:44+00:00,2022-03-04 13:51:44+00:00,True
Вінницька область,2022-03-04 13:31:30+00:00,2022-03-04 13:40:57+00:00,False
Черкаська область,2022-03-04 13:31:42+00:00,2022-03-04 14:30:58+00:00,False
Миколаївська область,2022-03-04 13:33:51+00:00,2022-03-04 14:08:19+00:00,False
Одеська область,2022-03-04 13:36:10+00:00,2022-03-04 14:21:45+00:00,False
Вінницька область,2022-03-04 13:43:23+00:00,2022-03-04 14:13:23+00:00,True
Київська область,2022-03-04 13:45:26+00:00,2022-03-04 14:35:07+00:00,False
Чернігівська область,2022-03-04 13:45:59+00:00,2022-03-04 14:37:26+00:00,False
Миколаївська область,2022-03-04 14:15:00+00:00,2022-03-04 15:47:57+00:00,False
Харківська область,2022-03-04 14:55:52+00:00,2022-03-04 15:25:52+00:00,True
Сумська область,2022-03-04 15:07:23+00:00,2022-03-04 15:47:38+00:00,False
Київ,2022-03-04 16:03:58+00:00,2022-03-04 16:33:58+00:00,True
Житомирська область,2022-03-04 16:10:44+00:00,2022-03-04 17:32:57+00:00,False
Рівненська область,2022-03-04 16:11:27+00:00,2022-03-04 16:31:46+00:00,False
Чернігівська область,2022-03-04 16:12:34+00:00,2022-03-04 16:28:28+00:00,False
Тернопільська область,2022-03-04 16:15:22+00:00,2022-03-04 16:51:36+00:00,False
Волинська область,2022-03-04 16:17:23+00:00,2022-03-04 16:33:46+00:00,False
Черкаська область,2022-03-04 16:37:45+00:00,2022-03-04 17:36:00+00:00,False
Вінницька область,2022-03-04 16:50:39+00:00,2022-03-04 17:15:58+00:00,False
Одеська область,2022-03-04 17:03:15+00:00,2022-03-04 17:33:15+00:00,True
Київ,2022-03-04 17:34:59+00:00,2022-03-04 17:36:59+00:00,False
Чернігівська область,2022-03-04 18:43:56+00:00,2022-03-04 19:17:36+00:00,False
Київ,2022-03-04 18:58:11+00:00,2022-03-04 19:30:51+00:00,False
Житомирська область,2022-03-04 18:58:54+00:00,2022-03-04 19:16:42+00:00,False
Полтавська область,2022-03-04 19:00:18+00:00,2022-03-04 20:14:00+00:00,False
Київ,2022-03-04 20:16:14+00:00,2022-03-04 20:46:14+00:00,True
Полтавська область,2022-03-04 20:20:35+00:00,2022-03-04 22:32:58+00:00,False
Житомирська область,2022-03-04 20:26:56+00:00,2022-03-04 21:21:27+00:00,False
Кіровоградська область,2022-03-04 20:28:09+00:00,2022-03-04 21:42:06+00:00,False
Чернігівська область,2022-03-04 21:04:30+00:00,2022-03-04 21:46:01+00:00,False
Житомирська область,2022-03-04 22:13:29+00:00,2022-03-04 22:53:43+00:00,False
Вінницька область,2022-03-04 22:36:41+00:00,2022-03-04 23:20:45+00:00,False
Дніпропетровська область,2022-03-04 22:43:13+00:00,2022-03-04 23:05:20+00:00,False
Київ,2022-03-04 22:49:19+00:00,2022-03-04 23:19:19+00:00,True
Чернігівська область,2022-03-05 00:10:23+00:00,2022-03-05 00:41:16+00:00,False
Київська область,2022-03-05 00:15:16+00:00,2022-03-05 03:56:26+00:00,False
Миколаївська область,2022-03-05 03:01:38+00:00,2022-03-05 03:31:38+00:00,True
Одеська область,2022-03-05 03:05:24+00:00,2022-03-05 03:36:05+00:00,False
Сумська область,2022-03-05 03:29:04+00:00,2022-03-05 03:59:04+00:00,True
Чернігівська область,2022-03-05 04:51:33+00:00,2022-03-05 06:06:49+00:00,False
Київ,2022-03-05 04:57:12+00:00,2022-03-05 06:43:12+00:00,False
Житомирська область,2022-03-05 04:58:46+00:00,2022-03-05 06:45:50+00:00,False
Київська область,2022-03-05 05:03:00+00:00,2022-03-05 06:48:05+00:00,False
Сумська область,2022-03-05 05:11:44+00:00,2022-03-05 05:41:44+00:00,True
Сумська область,2022-03-05 06:10:18+00:00,2022-03-05 07:06:25+00:00,False
Чернігівська область,2022-03-05 06:18:14+00:00,2022-03-05 06:48:14+00:00,True
Київ,2022-03-05 07:18:25+00:00,2022-03-05 09:09:36+00:00,False
Вінницька область,2022-03-05 07:21:35+00:00,2022-03-05 07:45:20+00:00,False
Житомирська область,2022-03-05 07:22:16+00:00,2022-03-05 09:10:08+00:00,False
Сумська область,2022-03-05 07:22:34+00:00,2022-03-05 07:52:34+00:00,True
Полтавська область,2022-03-05 07:22:54+00:00,2022-03-05 08:40:35+00:00,False
Черкаська область,2022-03-05 07:23:57+00:00,2022-03-05 09:20:28+00:00,False
Харківська область,2022-03-05 07:44:08+00:00,2022-03-05 08:14:08+00:00,True
Дніпропетровська область,2022-03-05 07:48:29+00:00,2022-03-05 08:05:35+00:00,False
Чернігівська область,2022-03-05 08:03:53+00:00,2022-03-05 08:40:22+00:00,False
Сумська область,2022-03-05 08:27:31+00:00,2022-03-05 09:01:46+00:00,False
Дніпропетровська область,2022-03-05 08:33:33+00:00,2022-03-05 08:44:15+00:00,False
Харківська область,2022-03-05 09:11:29+00:00,2022-03-05 09:41:29+00:00,True
Київ,2022-03-05 09:13:50+00:00,2022-03-05 09:56:28+00:00,False
Чернігівська область,2022-03-05 09:15:54+00:00,2022-03-05 09:45:54+00:00,True
Житомирська область,2022-03-05 09:28:04+00:00,2022-03-05 11:30:17+00:00,False
Дніпропетровська область,2022-03-05 09:45:17+00:00,2022-03-05 10:02:14+00:00,False
Миколаївська область,2022-03-05 10:03:27+00:00,2022-03-05 14:50:33+00:00,False
Харківська область,2022-03-05 10:26:26+00:00,2022-03-05 10:56:26+00:00,True
Чернігівська область,2022-03-05 10:26:29+00:00,2022-03-05 10:56:29+00:00,True
Кіровоградська область,2022-03-05 10:27:06+00:00,2022-03-05 11:26:46+00:00,False
Вінницька область,2022-03-05 11:07:29+00:00,2022-03-05 11:23:59+00:00,False
Сумська область,2022-03-05 11:08:22+00:00,2022-03-05 13:23:46+00:00,False
Дніпропетровська область,2022-03-05 11:18:09+00:00,2022-03-05 11:32:00+00:00,False
Чернігівська область,2022-03-05 11:33:25+00:00,2022-03-05 11:53:51+00:00,False
Черкаська область,2022-03-05 12:21:23+00:00,2022-03-05 13:33:27+00:00,False
Харківська область,2022-03-05 13:07:33+00:00,2022-03-05 13:37:33+00:00,True
Сумська область,2022-03-05 13:31:07+00:00,2022-03-05 14:01:07+00:00,True
Полтавська область,2022-03-05 13:37:41+00:00,2022-03-05 13:45:18+00:00,False
Київ,2022-03-05 13:50:26+00:00,2022-03-05 15:47:22+00:00,False
Чернігівська область,2022-03-05 14:33:47+00:00,2022-03-05 15:25:23+00:00,False
Житомирська область,2022-03-05 14:46:14+00:00,2022-03-05 14:52:30+00:00,False
Полтавська область,2022-03-05 14:48:47+00:00,2022-03-05 15:18:47+00:00,True
Харківська область,2022-03-05 14:50:03+00:00,2022-03-05 15:20:03+00:00,True
Миколаївська область,2022-03-05 15:25:32+00:00,2022-03-05 16:24:23+00:00,False
Полтавська область,2022-03-05 15:51:22+00:00,2022-03-05 16:02:20+00:00,False
Київ,2022-03-05 15:52:39+00:00,2022-03-05 16:01:01+00:00,False
Київська область,2022-03-05 15:52:55+00:00,2022-03-05 16:04:12+00:00,False
Харківська область,2022-03-05 15:55:30+00:00,2022-03-05 16:25:30+00:00,True
Кіровоградська область,2022-03-05 15:58:24+00:00,2022-03-05 16:03:54+00:00,False
Черкаська область,2022-03-05 15:59:29+00:00,2022-03-05 16:51:41+00:00,False
Чернігівська область,2022-03-05 16:03:09+00:00,2022-03-05 16:46:19+00:00,False
Миколаївська область,2022-03-05 16:31:32+00:00,2022-03-05 17:01:32+00:00,True
Чернігівська область,2022-03-05 16:54:47+00:00,2022-03-05 17:13:21+00:00,False
Миколаївська область,2022-03-05 17:02:10+00:00,2022-03-05 18:40:02+00:00,False
Сумська область,2022-03-05 17:27:29+00:00,2022-03-05 18:15:57+00:00,False
Чернігівська область,2022-03-05 18:45:10+00:00,2022-03-05 19:06:32+00:00,False
Харківська область,2022-03-05 19:03:02+00:00,2022-03-05 19:33:02+00:00,True
Львівська область,2022-03-05 19:03:11+00:00,2022-03-05 19:33:11+00:00,True
Вінницька область,2022-03-05 19:03:30+00:00,2022-03-05 20:15:55+00:00,False
Тернопільська область,2022-03-05 20:01:37+00:00,2022-03-05 20:53:58+00:00,False
Чернігівська область,2022-03-05 20:55:05+00:00,2022-03-05 21:08:02+00:00,False
Дніпропетровська область,2022-03-05 21:03:05+00:00,2022-03-05 21:23:04+00:00,False
Київ,2022-03-05 21:38:50+00:00,2022-03-05 22:21:48+00:00,False
Житомирська область,2022-03-05 21:44:37+00:00,2022-03-05 22:14:37+00:00,True
Полтавська область,2022-03-05 21:57:29+00:00,2022-03-05 22:18:17+00:00,False
Житомирська область,2022-03-05 22:29:27+00:00,2022-03-05 22:40:42+00:00,False
Київ,2022-03-05 23:56:45+00:00,2022-03-06 01:20:04+00:00,False
Чернігівська область,2022-03-05 23:57:26+00:00,2022-03-06 00:50:00+00:00,False
Житомирська область,2022-03-06 00:00:05+00:00,2022-03-06 04:09:04+00:00,False
Полтавська область,2022-03-06 00:01:58+00:00,2022-03-06 00:44:59+00:00,False
Хмельницька область,2022-03-06 00:57:27+00:00,2022-03-06 01:24:57+00:00,False
Львівська область,2022-03-06 00:58:47+00:00,2022-03-06 01:25:21+00:00,False
Чернігівська область,2022-03-06 02:33:16+00:00,2022-03-06 02:58:51+00:00,False
Полтавська область,2022-03-06 04:10:13+00:00,2022-03-06 04:22:41+00:00,False
Чернігівська область,2022-03-06 07:43:11+00:00,2022-03-06 08:01:33+00:00,False
Київ,2022-03-06 08:25:43+00:00,2022-03-06 08:51:52+00:00,False
Чернігівська область,2022-03-06 08:26:40+00:00,2022-03-06 08:58:50+00:00,False
Житомирська область,2022-03-06 08:28:08+00:00,2022-03-06 08:56:48+00:00,False
Хмельницька область,2022-03-06 08:31:05+00:00,2022-03-06 09:01:05+00:00,True
Вінницька область,2022-03-06 08:40:20+00:00,2022-03-06 10:03:20+00:00,False
Київ,2022-03-06 08:57:55+00:00,2022-03-06 09:48:54+00:00,False
Чернігівська область,2022-03-06 09:00:25+00:00,2022-03-06 09:27:13+00:00,False
Житомирська область,2022-03-06 09:02:50+00:00,2022-03-06 09:55:01+00:00,False
Кіровоградська область,2022-03-06 09:04:05+00:00,2022-03-06 09:56:07+00:00,False
Львівська область,2022-03-06 09:04:44+00:00,2022-03-06 09:53:52+00:00,False
Хмельницька область,2022-03-06 09:05:23+00:00,2022-03-06 09:53:40+00:00,False
Полтавська область,2022-03-06 09:11:23+00:00,2022-03-06 09:53:51+00:00,False
Миколаївська область,2022-03-06 09:23:06+00:00,2022-03-06 09:53:06+00:00,True
Одеська область,2022-03-06 10:07:35+00:00,2022-03-06 10:33:51+00:00,False
Чернігівська область,2022-03-06 10:10:13+00:00,2022-03-06 10:40:13+00:00,True
Київ,2022-03-06 10:12:56+00:00,2022-03-06 11:55:15+00:00,False
Дніпропетровська область,2022-03-06 10:12:57+00:00,2022-03-06 10:30:52+00:00,False
Черкаська область,2022-03-06 10:13:58+00:00,2022-03-06 10:35:37+00:00,False
Полтавська область,2022-03-06 10:16:49+00:00,2022-03-06 10:31:02+00:00,False
Дніпропетровська область,2022-03-06 10:49:04+00:00,2022-03-06 11:07:15+00:00,False
Одеська область,2022-03-06 10:52:55+00:00,2022-03-06 11:03:05+00:00,False
Вінницька область,2022-03-06 11:02:40+00:00,2022-03-06 11:26:47+00:00,False
Черкаська область,2022-03-06 11:11:02+00:00,2022-03-06 11:24:26+00:00,False
Львівська область,2022-03-06 11:15:13+00:00,2022-03-06 12:28:03+00:00,False
Хмельницька область,2022-03-06 11:15:26+00:00,2022-03-06 12:29:13+00:00,False
Чернігівська область,2022-03-06 11:17:00+00:00,2022-03-06 11:53:14+00:00,False
Чернігівська область,2022-03-06 12:29:57+00:00,2022-03-06 12:55:27+00:00,False
Дніпропетровська область,2022-03-06 13:57:53+00:00,2022-03-06 14:24:20+00:00,False
Сумська область,2022-03-06 14:46:27+00:00,2022-03-06 15:16:27+00:00,True
Дніпропетровська область,2022-03-06 15:02:59+00:00,2022-03-06 15:23:59+00:00,False
Харківська область,2022-03-06 15:35:50+00:00,2022-03-06 16:05:50+00:00,True
Черкаська область,2022-03-06 15:52:58+00:00,2022-03-06 16:04:59+00:00,False
Вінницька область,2022-03-06 16:42:07+00:00,2022-03-06 17:06:13+00:00,False
Чернігівська область,2022-03-06 17:16:14+00:00,2022-03-06 17:56:44+00:00,False
Рівненська область,2022-03-06 17:55:57+00:00,2022-03-06 18:26:08+00:00,False
Волинська область,2022-03-06 17:58:26+00:00,2022-03-06 18:26:54+00:00,False
Київ,2022-03-06 18:00:33+00:00,2022-03-06 19:56:56+00:00,False
Кіровоградська область,2022-03-06 18:05:57+00:00,2022-03-06 19:14:09+00:00,False
Житомирська область,2022-03-06 18:07:15+00:00,2022-03-06 18:37:15+00:00,True
Черкаська область,2022-03-06 18:09:58+00:00,2022-03-06 19:46:01+00:00,False
Львівська область,2022-03-06 18:12:07+00:00,2022-03-06 18:35:37+00:00,False
Полтавська область,2022-03-06 18:13:13+00:00,2022-03-06 19:58:43+00:00,False
Вінницька область,2022-03-06 18:29:38+00:00,2022-03-06 19:53:13+00:00,False
Волинська область,2022-03-06 18:41:15+00:00,2022-03-06 19:48:07+00:00,False
Львівська область,2022-03-06 18:41:30+00:00,2022-03-06 18:54:14+00:00,False
Рівненська область,2022-03-06 18:44:32+00:00,2022-03-06 18:55:34+00:00,False
Харківська область,2022-03-06 19:01:54+00:00,2022-03-06 19:31:54+00:00,True
Хмельницька область,2022-03-06 19:06:41+00:00,2022-03-06 19:16:22+00:00,False
Львівська область,2022-03-06 19:07:25+00:00,2022-03-06 19:16:48+00:00,False
Миколаївська область,2022-03-06 19:38:36+00:00,2022-03-06 20:12:09+00:00,False
Житомирська область,2022-03-06 19:51:07+00:00,2022-03-06 20:04:47+00:00,False
Івано-Франківська область,2022-03-06 20:06:13+00:00,2022-03-06 20:11:45+00:00,False
Вінницька область,2022-03-06 20:38:04+00:00,2022-03-06 21:15:49+00:00,False
Харківська область,2022-03-06 21:00:08+00:00,2022-03-06 21:30:08+00:00,True
Дніпропетровська область,2022-03-06 21:32:22+00:00,2022-03-06 21:45:58+00:00,False
Полтавська область,2022-03-06 21:38:26+00:00,2022-03-06 21:49:32+00:00,False
Київ,2022-03-06 21:50:19+00:00,2022-03-06 23:21:58+00:00,False
Чернігівська область,2022-03-06 21:54:53+00:00,2022-03-07 02:04:19+00:00,False
Дніпропетровська область,2022-03-06 22:00:40+00:00,2022-03-06 22:24:14+00:00,False
Полтавська область,2022-03-06 22:01:20+00:00,2022-03-06 22:41:26+00:00,False
Житомирська область,2022-03-06 23:37:37+00:00,2022-03-07 00:07:37+00:00,True
Дніпропетровська область,2022-03-06 23:51:05+00:00,2022-03-07 00:09:09+00:00,False
Київ,2022-03-07 03:01:20+00:00,2022-03-07 04:43:25+00:00,False
Чернігівська область,2022-03-07 03:02:21+00:00,2022-03-07 04:21:09+00:00,False
Вінницька область,2022-03-07 03:13:54+00:00,2022-03-07 04:10:09+00:00,False
Вінницька область,2022-03-07 05:31:26+00:00,2022-03-07 05:54:15+00:00,False
Київ,2022-03-07 05:32:10+00:00,2022-03-07 06:11:57+00:00,False
Полтавська область,2022-03-07 05:33:42+00:00,2022-03-07 06:10:14+00:00,False
Львівська область,2022-03-07 05:36:34+00:00,2022-03-07 06:12:53+00:00,False
Хмельницька область,2022-03-07 05:38:19+00:00,2022-03-07 06:11:11+00:00,False
Київська область,2022-03-07 05:39:03+00:00,2022-03-07 06:11:42+00:00,False
Житомирська область,2022-03-07 05:39:58+00:00,2022-03-07 06:09:58+00:00,True
Черкаська область,2022-03-07 05:41:36+00:00,2022-03-07 06:12:07+00:00,False
Дніпропетровська область,2022-03-07 06:18:24+00:00,2022-03-07 06:39:19+00:00,False
Полтавська область,2022-03-07 06:18:45+00:00,2022-03-07 06:39:57+00:00,False
Чернігівська область,2022-03-07 06:19:51+00:00,2022-03-07 06:38:43+00:00,False
Харківська область,2022-03-07 07:16:23+00:00,2022-03-07 07:46:23+00:00,True
Миколаївська область,2022-03-07 07:20:04+00:00,2022-03-07 12:30:12+00:00,False
Чернігівська область,2022-03-07 07:24:01+00:00,2022-03-07 07:36:01+00:00,False
Дніпропетровська область,2022-03-07 07:35:13+00:00,2022-03-07 08:01:52+00:00,False
Чернігівська область,2022-03-07 09:10:13+00:00,2022-03-07 09:27:57+00:00,False
Вінницька область,2022-03-07 09:35:49+00:00,2022-03-07 09:59:55+00:00,False
Житомирська область,2022-03-07 09:38:56+00:00,2022-03-07 10:03:45+00:00,False
Чернігівська область,2022-03-07 09:42:57+00:00,2022-03-07 10:12:57+00:00,True
Кіровоградська область,2022-03-07 09:43:43+00:00,2022-03-07 10:13:43+00:00,True
Харківська область,2022-03-07 09:53:27+00:00,2022-03-07 10:23:27+00:00,True
Одеська область,2022-03-07 09:54:34+00:00,2022-03-07 10:06:21+00:00,False
Чернігівська область,2022-03-07 10:55:41+00:00,2022-03-07 12:37:16+00:00,False
Житомирська область,2022-03-07 11:05:57+00:00,2022-03-07 11:20:33+00:00,False
Київська область,2022-03-07 11:06:03+00:00,2022-03-07 11:36:03+00:00,True
Харківська область,2022-03-07 11:27:23+00:00,2022-03-07 11:57:23+00:00,True
Черкаська область,2022-03-07 11:41:55+00:00,2022-03-07 12:07:31+00:00,False
Вінницька область,2022-03-07 11:42:40+00:00,2022-03-07 12:11:58+00:00,False
Одеська область,2022-03-07 11:42:48+00:00,2022-03-07 11:52:32+00:00,False
Житомирська область,2022-03-07 11:43:22+00:00,2022-03-07 12:16:00+00:00,False
Сумська область,2022-03-07 11:44:19+00:00,2022-03-07 11:55:46+00:00,False
Дніпропетровська область,2022-03-07 12:47:52+00:00,2022-03-07 13:12:07+00:00,False
Вінницька область,2022-03-07 12:48:47+00:00,2022-03-07 15:54:31+00:00,False
Київ,2022-03-07 12:50:27+00:00,2022-03-07 16:23:19+00:00,False
Житомирська область,2022-03-07 12:54:19+00:00,2022-03-07 16:25:14+00:00,False
Черкаська область,2022-03-07 12:54:42+00:00,2022-03-07 13:24:42+00:00,True
Полтавська область,2022-03-07 12:54:59+00:00,2022-03-07 13:24:59+00:00,True
Чернігівська область,2022-03-07 12:55:27+00:00,2022-03-07 14:20:35+00:00,False
Харківська область,2022-03-07 12:55:41+00:00,2022-03-07 13:25:41+00:00,True
Кіровоградська область,2022-03-07 12:56:16+00:00,2022-03-07 14:13:07+00:00,False
Львівська область,2022-03-07 12:56:25+00:00,2022-03-07 13:06:12+00:00,False
Одеська область,2022-03-07 12:58:00+00:00,2022-03-07 16:02:15+00:00,False
Миколаївська область,2022-03-07 13:12:12+00:00,2022-03-07 15:14:48+00:00,False
Полтавська область,2022-03-07 14:02:28+00:00,2022-03-07 16:16:05+00:00,False
Львівська область,2022-03-07 14:25:59+00:00,2022-03-07 16:02:30+00:00,False
Хмельницька область,2022-03-07 14:26:36+00:00,2022-03-07 16:02:54+00:00,False
Рівненська область,2022-03-07 14:34:20+00:00,2022-03-07 15:41:21+00:00,False
Волинська область,2022-03-07 14:37:22+00:00,2022-03-07 15:32:36+00:00,False
Дніпропетровська область,2022-03-07 14:37:48+00:00,2022-03-07 15:52:52+00:00,False
Харківська область,2022-03-07 14:52:09+00:00,2022-03-07 15:22:09+00:00,True
Івано-Франківська область,2022-03-07 14:57:04+00:00,2022-03-07 15:28:58+00:00,False
Тернопільська область,2022-03-07 15:03:40+00:00,2022-03-07 15:53:27+00:00,False
Миколаївська область,2022-03-07 15:22:51+00:00,2022-03-07 15:23:40+00:00,False
Волинська область,2022-03-07 15:35:35+00:00,2022-03-07 15:42:41+00:00,False
Черкаська область,2022-03-07 15:51:08+00:00,2022-03-07 15:58:17+00:00,False
Сумська область,2022-03-07 16:22:25+00:00,2022-03-07 16:32:09+00:00,False
Полтавська область,2022-03-07 16:36:34+00:00,2022-03-07 17:05:24+00:00,False
Черкаська область,2022-03-07 16:43:48+00:00,2022-03-07 19:18:03+00:00,False
Житомирська область,2022-03-07 16:54:50+00:00,2022-03-07 17:24:50+00:00,True
Чернігівська область,2022-03-07 17:22:07+00:00,2022-03-07 18:16:43+00:00,False
Полтавська область,2022-03-07 17:40:11+00:00,2022-03-07 19:12:30+00:00,False
Київ,2022-03-07 17:50:43+00:00,2022-03-07 18:20:43+00:00,True
Вінницька область,2022-03-07 17:51:31+00:00,2022-03-07 18:53:41+00:00,False
Житомирська область,2022-03-07 18:04:48+00:00,2022-03-07 19:18:10+00:00,False
Хмельницька область,2022-03-07 18:15:20+00:00,2022-03-07 19:18:29+00:00,False
Чернівецька область,2022-03-07 18:18:43+00:00,2022-03-07 18:48:43+00:00,True
Чернівецька область,2022-03-07 19:05:09+00:00,2022-03-07 19:21:28+00:00,False
Дніпропетровська область,2022-03-07 20:34:22+00:00,2022-03-07 21:06:24+00:00,False
Черкаська область,2022-03-07 20:37:05+00:00,2022-03-07 21:07:05+00:00,True
Полтавська область,2022-03-07 20:37:11+00:00,2022-03-07 21:10:42+00:00,False
Чернігівська область,2022-03-07 20:39:03+00:00,2022-03-07 21:09:03+00:00,True
Сумська область,2022-03-07 20:40:43+00:00,2022-03-07 21:49:01+00:00,False
Чернігівська область,2022-03-07 21:40:19+00:00,2022-03-07 22:48:05+00:00,False
Сумська область,2022-03-07 22:56:50+00:00,2022-03-07 23:31:15+00:00,False
Житомирська область,2022-03-08 05:47:30+00:00,2022-03-08 06:05:57+00:00,False
